frame,track_id,timestamp,center_x,center_y,x1,y1,x2,y2,x3,y3,x4,y4,class_id,tl_state
2,-6,0.30000000000000004,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
2,-7,0.30000000000000004,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
2,-8,0.30000000000000004,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
2,-9,0.30000000000000004,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
2,-10,0.30000000000000004,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
3,0,0.4,3748.4349845225256,1120.8332183663442,3773.0145005792574,1132.2090651663352,3773.3497217729064,1110.2116192520632,3723.855468465794,1109.4573715663532,3723.520247272145,1131.4548174806253,1,
3,1,0.4,94.73718480759726,1169.1776803329878,70.13705184286597,1157.8464863042218,69.8417764284356,1179.8445046792854,119.33731777232855,1180.508874361754,119.63259318675892,1158.5108559866903,1,
3,-1,0.4,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
3,-2,0.4,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
3,-3,0.4,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
3,-4,0.4,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
3,-5,0.4,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
3,-6,0.4,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
3,-7,0.4,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
3,-8,0.4,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
3,-9,0.4,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
3,-10,0.4,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
4,0,0.5,3729.2937306531567,1120.5415229579303,3753.8732467098885,1131.9173697579215,3754.2084679035374,1109.9199238436493,3704.714214596425,1109.165676157939,3704.378993402776,1131.1631220722113,1,
4,1,0.5,116.67148100949635,1169.4721004162348,92.06020563076564,1158.1651280437434,91.78658502561103,1180.1634264271283,141.28275638822706,1180.7790727887261,141.55637699338166,1158.7807744053412,1,
4,-1,0.5,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
4,-2,0.5,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
4,-3,0.5,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
4,-4,0.5,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
4,-5,0.5,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
4,-6,0.5,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
4,-7,0.5,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
4,-8,0.5,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
4,-9,0.5,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
4,-10,0.5,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
5,0,0.6,3710.152476783788,1120.2498275495163,3734.73199284052,1131.6256743495073,3735.067214034169,1109.6282284352353,3685.5729607270564,1108.8739807495253,3685.2377395334074,1130.8714266637974,1,
5,1,0.6,138.60577721139543,1169.7665204994819,113.97894167873835,1158.493478689595,113.73563989248235,1180.4921332902927,163.23261274405252,1181.0395623093689,163.4759145303085,1159.040907708671,1,
5,-1,0.6,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
5,-2,0.6,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
5,-3,0.6,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
5,-4,0.6,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
5,-5,0.6,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
5,-6,0.6,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
5,-7,0.6,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
5,-8,0.6,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
5,-9,0.6,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
5,-10,0.6,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
6,0,0.7,3691.0112229144197,1119.9581321411024,3715.5907389711515,1131.3339789410936,3715.9259601648005,1109.3365330268214,3666.431706857688,1108.5822853411112,3666.096485664039,1130.5797312553834,1,
6,1,0.7,160.54025689071432,1170.0452517298077,135.9011151967401,1158.7991325509859,135.68185698366804,1180.7980399292173,185.17939858468853,1181.2913709086295,185.3986567977606,1159.292463530398,1,
6,-1,0.7,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
6,-2,0.7,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
6,-3,0.7,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
6,-4,0.7,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
6,-5,0.7,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
6,-6,0.7,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
6,-7,0.7,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
6,-8,0.7,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
6,-9,0.7,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
6,-10,0.7,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
7,0,0.7999999999999999,3671.869969045051,1119.6664367326887,3696.449485101783,1131.04228353268,3696.784706295432,1109.0448376184077,3647.2904529883194,1108.2905899326975,3646.9552317946705,1130.2880358469697,1,
7,1,0.7999999999999999,182.47543952058527,1170.2638748124975,157.83629782661106,1159.0177556336757,157.617039613539,1181.0166630119072,207.11458121455948,1181.5099939913193,207.33383942763155,1159.5110866130879,1,
7,-1,0.7999999999999999,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
7,-2,0.7999999999999999,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
7,-3,0.7999999999999999,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
7,-4,0.7999999999999999,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
7,-5,0.7999999999999999,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
7,-6,0.7999999999999999,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
7,-7,0.7999999999999999,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
7,-8,0.7999999999999999,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
7,-9,0.7999999999999999,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
7,-10,0.7999999999999999,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
8,0,0.8999999999999999,3652.7287151756823,1119.3747413242747,3677.308231232414,1130.7505881242657,3677.643452426063,1108.7531422099937,3628.1491991189505,1107.9988945242837,3627.8139779253015,1129.9963404385558,1,
8,1,0.8999999999999999,204.41062215045577,1170.4824978951874,179.77148045648156,1159.2363787163656,179.5522222434095,1181.235286094597,229.04976384442998,1181.7286170740092,229.26902205750204,1159.7297096957777,1,
8,4,0.8999999999999999,1989.6156631177014,34.93505605932728,2001.0681069893378,10.391135643733158,1979.0718134448518,9.987315999827914,1978.163219246065,59.4789764749214,2000.159512790551,59.88279611882665,1,
8,-1,0.8999999999999999,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
8,-2,0.8999999999999999,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
8,-3,0.8999999999999999,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
8,-4,0.8999999999999999,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
8,-5,0.8999999999999999,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
8,-6,0.8999999999999999,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
8,-7,0.8999999999999999,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
8,-8,0.8999999999999999,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
8,-9,0.8999999999999999,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
8,-10,0.8999999999999999,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
9,0,0.9999999999999999,3633.587461306314,1119.0830459158608,3658.1669773630456,1130.458892715852,3658.5021985566946,1108.4614468015798,3609.007945249582,1107.7071991158696,3608.672724055933,1129.7046450301418,1,
9,1,0.9999999999999999,226.34580478032672,1170.701120977877,201.7066630863525,1159.4550017990553,201.48740487328044,1181.4539091772867,250.98494647430093,1181.9472401566989,251.204204687373,1159.9483327784674,1,
9,4,0.9999999999999999,1989.2313262354028,55.87011211865456,2000.6837701070392,31.32619170306044,1978.6874765625532,30.92237205915519,1977.7788823637663,80.41403253424868,1999.7751759082523,80.81785217815393,1,
9,-1,0.9999999999999999,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
9,-2,0.9999999999999999,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
9,-3,0.9999999999999999,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
9,-4,0.9999999999999999,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
9,-5,0.9999999999999999,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
9,-6,0.9999999999999999,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
9,-7,0.9999999999999999,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
9,-8,0.9999999999999999,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
9,-9,0.9999999999999999,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
9,-10,0.9999999999999999,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
10,0,1.0999999999999999,3614.446207436945,1118.7913505074469,3639.0257234936767,1130.1671973074378,3639.3609446873256,1108.1697513931658,3589.866691380213,1107.4155037074559,3589.531470186564,1129.4129496217279,1,
10,1,1.0999999999999999,248.28098741019767,1170.9197440605667,223.64184571622346,1159.673624881745,223.4225875031514,1181.6725322599764,272.92012910417185,1182.1658632393885,273.1393873172439,1160.166955861157,1,
10,4,1.0999999999999999,1988.846989353104,76.80516817798184,2000.2994332247404,52.261247762387725,1978.3031396802544,51.857428118482474,1977.3945454814675,101.34908859357596,1999.3908390259535,101.75290823748121,1,
10,-1,1.0999999999999999,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
10,-2,1.0999999999999999,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
10,-3,1.0999999999999999,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
10,-4,1.0999999999999999,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
10,-5,1.0999999999999999,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
10,-6,1.0999999999999999,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
10,-7,1.0999999999999999,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
10,-8,1.0999999999999999,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
10,-9,1.0999999999999999,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
10,-10,1.0999999999999999,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
11,0,1.2,3595.3049535675764,1118.499655099033,3619.884469624308,1129.8755018990241,3620.219690817957,1107.8780559847519,3570.7254375108446,1107.1238082990417,3570.3902163171956,1129.121254213314,1,
11,1,1.2,270.2161700400684,1171.1383671432563,245.57702834609418,1159.8922479644345,245.35777013302211,1181.891155342666,294.8553117340426,1182.3844863220781,295.07456994711464,1160.3855789438467,1,
11,4,1.2,1988.4626524708053,97.74022423730918,1999.9150963424418,73.19630382171505,1977.9188027979558,72.79248417780981,1977.010208599169,122.28414465290331,1999.0065021436549,122.68796429680854,1,
11,-1,1.2,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
11,-2,1.2,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
11,-3,1.2,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
11,-4,1.2,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
11,-5,1.2,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
11,-6,1.2,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
11,-7,1.2,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
11,-8,1.2,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
11,-9,1.2,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
11,-10,1.2,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
12,0,1.3,3576.163699698208,1118.207959690619,3600.7432157549397,1129.58380649061,3601.0784369485887,1107.586360576338,3551.584183641476,1106.832112890628,3551.248962447827,1128.8295588049,1,
12,1,1.3,292.15135266993934,1171.3569902259462,267.51221097596516,1160.1108710471244,267.2929527628931,1182.109778425356,316.7904943639135,1182.603109404768,317.0097525769856,1160.6042020265365,1,
12,4,1.3,1988.0783155885067,118.67528029663652,1999.5307594601431,94.13135988104239,1977.5344659156572,93.72754023713715,1976.6258717168703,143.21920071223064,1998.6221652613563,143.6230203561359,1,
12,5,1.3,22.2287366476844,1200.3835953815537,0.0,1188.7638553595623,0.0,1210.7568793821158,46.69389844607292,1212.0033354035452,47.247878900041535,1190.0103113809917,1,
12,-1,1.3,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
12,-2,1.3,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
12,-3,1.3,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
12,-4,1.3,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
12,-5,1.3,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
12,-6,1.3,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
12,-7,1.3,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
12,-8,1.3,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
12,-9,1.3,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
12,-10,1.3,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
13,0,1.4000000000000001,3557.0224458288394,1117.9162642822052,3581.601961885571,1129.2921110821965,3581.93718307922,1107.2946651679242,3532.4429297721076,1106.540417482214,3532.1077085784586,1128.5378633964863,1,
13,1,1.4000000000000001,314.0865352998103,1171.575613308636,289.4473936058361,1160.3294941298143,289.22813539276405,1182.3284015080458,338.7256769937845,1182.821732487458,338.94493520685654,1160.8228251092264,1,
13,4,1.4000000000000001,1987.693978706208,139.61033635596374,1999.1464225778445,115.06641594036962,1977.1501290333586,114.66259629646437,1976.2415348345717,164.15425677155787,1998.2378283790576,164.55807641546312,1,
13,5,1.4000000000000001,37.45747329536903,1200.7671907631075,12.992311496980506,1189.147450741116,12.438331043011893,1211.1404747636695,61.92263509375755,1212.386930785099,62.47661554772616,1190.3939067625454,1,
13,-1,1.4000000000000001,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
13,-2,1.4000000000000001,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
13,-3,1.4000000000000001,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
13,-4,1.4000000000000001,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
13,-5,1.4000000000000001,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
13,-6,1.4000000000000001,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
13,-7,1.4000000000000001,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
13,-8,1.4000000000000001,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
13,-9,1.4000000000000001,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
13,-10,1.4000000000000001,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
14,0,1.5000000000000002,3537.881191959471,1117.6245688737913,3562.4607080162027,1129.0004156737825,3562.7959292098517,1107.0029697595103,3513.301675902739,1106.2487220738,3512.96645470909,1128.2461679880723,1,
14,1,1.5000000000000002,336.021717929681,1171.7942363913257,311.38257623570684,1160.548117212504,311.16331802263477,1182.5470245907354,360.6608596236552,1183.0403555701475,360.88011783672727,1161.041448191916,1,
14,4,1.5000000000000002,1987.3096418239093,160.54539241529102,1998.7620856955457,136.0014719996969,1976.7657921510597,135.59765235579164,1975.8571979522728,185.08931283088515,1997.8534914967588,185.4931324747904,1,
14,5,1.5000000000000002,52.6862099430532,1201.1507861446612,28.221048144664664,1189.5310461226697,27.66706769069608,1211.5240701452233,77.15137174144174,1212.7705261666526,77.70535219541031,1190.7775021440991,1,
14,-1,1.5000000000000002,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,green
14,-2,1.5000000000000002,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,green
14,-3,1.5000000000000002,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,red
14,-4,1.5000000000000002,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,green
14,-5,1.5000000000000002,2128.0,1132.0,2125.25,1129.25,2125.25,1134.75,2130.75,1134.75,2130.75,1129.25,2,green
14,-6,1.5000000000000002,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,green
14,-7,1.5000000000000002,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,green
14,-8,1.5000000000000002,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,green
14,-9,1.5000000000000002,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,red
14,-10,1.5000000000000002,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,red
15,0,1.6000000000000003,3518.739938090102,1117.3328734653774,3543.319454146834,1128.7087202653684,3543.6546753404828,1106.7112743510963,3494.16042203337,1105.9570266653864,3493.825200839721,1127.9544725796584,1,
15,1,1.6000000000000003,357.95690055955174,1172.0128594740154,333.31775886557756,1160.7667402951936,333.0985006525055,1182.765647673425,382.5960422535259,1183.2589786528372,382.815300466598,1161.2600712746057,1,
15,4,1.6000000000000003,1986.9253049416106,181.48044847461836,1998.377748813247,156.93652805902423,1976.381455268761,156.53270841511898,1975.4728610699742,206.0243688902125,1997.4691546144602,206.42818853411774,1,
