frame,track_id,timestamp,center_x,center_y,x1,y1,x2,y2,x3,y3,x4,y4,class_id
6,2,0.7,3798.418594183293,1075.441523981356,3830.147034043532,1088.9157996218198,3829.6814440495705,1060.919670854479,3766.690154323054,1061.9672483408924,3767.1557443170154,1089.9633771082333,1
7,1,0.7999999999999999,34.44864053897095,1150.4718991854652,2.759832819064645,1136.9046789362467,3.143358479819941,1164.9020521713833,66.13744825887726,1164.0391194346837,65.75392259812196,1136.041746199547,1
7,2,0.7999999999999999,3792.9193128288352,1075.3500681092287,3824.6477526890744,1088.8243437496924,3824.1821626951128,1060.8282149823515,3761.190872968596,1061.875792468765,3761.6564629625577,1089.871921236106,1
8,1,0.8999999999999999,39.17644546351039,1150.5366636364865,7.487637743604086,1136.969443387268,7.8711634043593826,1164.9668166224046,70.8652531834167,1164.103883885705,70.4817275226614,1136.1065106505685,1
8,2,0.8999999999999999,3787.2531852629645,1075.2558374989503,3818.9816251232037,1088.730113139414,3818.516035129242,1060.733984372073,3755.5247454027253,1061.7815618584866,3755.990335396687,1089.7776906258275,1
9,1,0.9999999999999999,43.904250388049604,1150.6014280875074,12.2154426681433,1137.034207838289,12.598968328898597,1165.0315810734255,75.59305810795591,1164.168648336726,75.20953244720062,1136.1712751015893,1
9,2,0.9999999999999999,3781.421206969031,1075.1588487059203,3813.1496468292703,1088.633124346384,3812.6840568353086,1060.636995579043,3749.692767108792,1061.6845730654566,3750.1583571027536,1089.6807018327975,1
10,1,1.0999999999999999,48.632055312589046,1150.6661925385288,16.94324759268274,1137.0989722893103,17.326773253438038,1165.0963455244469,80.32086303249535,1164.2334127877473,79.93733737174006,1136.2360395526107,1
10,2,1.0999999999999999,3775.5892286750986,1075.0618599128902,3807.317668535338,1088.536135553354,3806.852078541376,1060.540006786013,3743.8607888148595,1061.5875842724265,3744.326378808821,1089.5837130397674,1
11,1,1.2,53.35986023712826,1150.7309569895497,21.671052517221955,1137.1637367403312,22.054578177977252,1165.1611099754678,85.04866795703457,1164.2981772387682,84.66514229627927,1136.3008040036316,1
11,2,1.2,3769.7572503811652,1074.9648711198602,3801.4856902414044,1088.4391467603239,3801.0201002474428,1060.443017992983,3738.028810520926,1061.4905954793965,3738.4944005148877,1089.4867242467374,1
12,1,1.3,58.08766516166793,1150.7957214405708,26.398857441761624,1137.2285011913523,26.78238310251692,1165.2258744264889,89.77647288157424,1164.3629416897893,89.39294722081894,1136.3655684546527,1
12,2,1.3,3763.9252720872323,1074.86788232683,3795.6537119474715,1088.3421579672938,3795.18812195351,1060.346029199953,3732.196832226993,1061.3936066863664,3732.662422220955,1089.3897354537073,1
13,1,1.4000000000000001,62.81547008620737,1150.860485891592,31.126662366301066,1137.2932656423734,31.510188027056362,1165.29063887751,94.50427780611368,1164.4277061408104,94.12075214535838,1136.4303329056738,1
13,2,1.4000000000000001,3758.093293793299,1074.7708935338003,3789.821733653538,1088.245169174264,3789.3561436595764,1060.249040406923,3726.3648539330597,1061.2966178933366,3726.8304439270214,1089.2927466606775,1
14,1,1.5000000000000002,67.54327501074658,1150.925250342613,35.854467290840276,1137.3580300933945,36.23799295159557,1165.355403328531,99.23208273065289,1164.4924705918315,98.8485570698976,1136.495097356695,1
14,2,1.5000000000000002,3752.261315499366,1074.6739047407705,3783.989755359605,1088.1481803812342,3783.5241653656435,1060.1520516138933,3720.532875639127,1061.1996291003068,3720.9984656330885,1089.1957578676477,1
15,1,1.6000000000000003,72.27107993528602,1150.9900147936341,40.58227221537972,1137.4227945444156,40.965797876135014,1165.4201677795522,103.95988765519233,1164.5572350428527,103.57636199443704,1136.559861807716,1
15,2,1.6000000000000003,3746.429337205433,1074.5769159477404,3778.1577770656722,1088.0511915882041,3777.6921870717106,1060.0550628208632,3714.700897345194,1061.1026403072767,3715.1664873391555,1089.0987690746176,1
16,1,1.7000000000000004,76.99888485982524,1151.054779244655,45.31007713991893,1137.4875589954365,45.69360280067423,1165.4849322305731,108.68769257973155,1164.6219994938735,108.30416691897625,1136.624626258737,1
16,2,1.7000000000000004,3740.5973589114997,1074.4799271547104,3772.325798771739,1087.954202795174,3771.860208777777,1059.9580740278332,3708.8689190512605,1061.0056515142467,3709.334509045222,1089.0017802815876,1
17,1,1.8000000000000005,81.72668978436468,1151.1195436956762,50.03788206445837,1137.5523234464576,50.42140772521367,1165.5496966815942,113.41549750427099,1164.6867639448947,113.03197184351569,1136.689390709758,1
17,2,1.8000000000000005,3734.7653806175667,1074.3829383616803,3766.493820477806,1087.857214002144,3766.0282304838443,1059.861085234803,3703.0369407573276,1060.9086627212166,3703.502530751289,1088.9047914885575,1
18,1,1.9000000000000006,86.45449470890435,1151.1843081466973,54.76568698899804,1137.6170878974788,55.14921264975334,1165.6144611326154,118.14330242881066,1164.7515283959158,117.75977676805536,1136.7541551607792,1
18,2,1.9000000000000006,3728.9334023236333,1074.2859495686503,3760.6618421838725,1087.760225209114,3760.196252189911,1059.764096441773,3697.204962463394,1060.8116739281866,3697.670552457356,1088.8078026955275,1
19,1,2.0000000000000004,91.18229963344356,1151.2490725977184,59.493491913537255,1137.6818523485,59.87701757429255,1165.6792255836365,122.87110735334987,1164.816292846937,122.48758169259457,1136.8189196118003,1
19,2,2.0000000000000004,3723.101424029701,1074.1889607756204,3754.82986388994,1087.6632364160841,3754.3642738959784,1059.6671076487432,3691.3729841694617,1060.7146851351567,3691.8385741634233,1088.7108139024976,1
20,1,2.1000000000000005,95.910104557983,1151.3138370487395,64.2212968380767,1137.746616799521,64.604822498832,1165.7439900346576,127.59891227788931,1164.881057297958,127.21538661713402,1136.8836840628214,1
20,2,2.1000000000000005,3717.2862053237495,1074.0922507031426,3749.0146451839887,1087.5665263436063,3748.549055190027,1059.5703975762653,3685.5577654635103,1060.6179750626789,3686.023355457472,1088.6141038300198,1
21,1,2.2000000000000006,100.63790948252222,1151.3786014997604,68.94910176261591,1137.811381250542,69.3326274233712,1165.8087544856785,132.3267172024285,1164.945821748979,131.94319154167323,1136.9484485138423,1
21,2,2.2000000000000006,3711.4542270298166,1073.9952619101127,3743.1826668900558,1087.4695375505764,3742.717076896094,1059.4734087832355,3679.7257871695774,1060.520986269649,3680.191377163539,1088.51711503699,1
22,1,2.3000000000000007,105.36571440706166,1151.4433659507818,73.67690668715535,1137.8761457015632,74.06043234791065,1165.8735189366998,137.05452212696795,1165.0105862000003,136.67099646621267,1137.0132129648637,1
22,2,2.3000000000000007,3705.6222487358837,1073.8982731170827,3737.350688596123,1087.3725487575464,3736.885098602161,1059.3764199902055,3673.8938088756445,1060.423997476619,3674.359398869606,1088.4201262439599,1
23,1,2.400000000000001,110.08035716544873,1151.507950098157,78.39154944554242,1137.9407298489384,78.77507510629772,1165.938103084075,141.76916488535502,1165.0751703473754,141.38563922459974,1137.0777971122388,1
23,2,2.400000000000001,3699.7902704419503,1073.8012843240526,3731.5187103021894,1087.2755599645163,3731.053120308228,1059.2794311971754,3668.061830581711,1060.327008683589,3668.5274205756727,1088.3231374509298,1
24,1,2.500000000000001,114.7958944767181,1151.572546499681,83.1070867568118,1138.0053262504625,83.49061241756709,1166.0026994855991,146.4847021966244,1165.1397667488995,146.10117653586912,1137.142393513763,1
24,2,2.500000000000001,3693.9582921480173,1073.7042955310226,3725.6867320082565,1087.1785711714863,3725.221142014295,1059.1824424041454,3662.229852287778,1060.2300198905589,3662.69544228174,1088.2261486578998,1
25,1,2.600000000000001,119.50727104610928,1151.637085904741,87.81846332620297,1138.0698656555226,88.20198898695827,1166.0672388906592,151.19607876601557,1165.2043061539596,150.8125531052603,1137.206932918823,1
25,2,2.600000000000001,3688.1352711816876,1073.6074557029492,3719.8637110419268,1087.081731343413,3719.398121047965,1059.085602576072,3656.4068313214484,1060.1331800624855,3656.87242131541,1088.1293088298264,1
26,1,2.700000000000001,124.2350759706485,1151.7018503557624,92.54626825074219,1138.134630106544,92.92979391149748,1166.1320033416805,155.9238836905548,1165.269070604981,155.5403580297995,1137.2716973698443,1
26,2,2.700000000000001,3682.3192204950856,1073.510731794206,3714.0476603553248,1086.9850074346698,3713.582070361363,1058.988878667329,3650.5907806348464,1060.0364561537424,3651.056370628808,1088.0325849210833,1
27,1,2.800000000000001,128.96288089518794,1151.7666148067833,97.27407317528163,1138.1993945575648,97.65759883603693,1166.1967677927014,160.65168861509423,1165.3338350560018,160.26816295433895,1137.3364618208652,1
27,2,2.800000000000001,3676.504395203395,1073.4140282644094,3708.232835063634,1086.888303904873,3707.7672450696723,1058.8921751375321,3644.7759553431556,1059.9397526239457,3645.2415453371173,1087.9358813912866,1
28,1,2.9000000000000012,133.69068581972738,1151.8313792578047,102.00187809982107,1138.2641590085861,102.38540376057637,1166.2615322437227,165.37949353963367,1165.3985995070232,164.9959678788784,1137.4012262718866,1
28,2,2.9000000000000012,3670.672416909462,1073.3170394713793,3702.400856769701,1086.791315111843,3701.9352667757394,1058.795186344502,3638.9439770492227,1059.8427638309156,3639.4095670431843,1087.8388925982565,1
28,3,2.9000000000000012,1973.9755337799024,6.403919617578254,1960.1507471237294,37.98121009525064,1988.150315034966,37.82565694018821,1987.8003204360755,0.0,1959.8007525248388,0.0,1
29,1,3.0000000000000013,138.4184907442666,1151.8961437088255,106.72968302436028,1138.328923459607,107.11320868511558,1166.3262966947436,170.10729846417289,1165.463363958044,169.7237728034176,1137.4659907229075,1
29,2,3.0000000000000013,3664.840438615529,1073.2200506783493,3696.568878475768,1086.694326318813,3696.1032884818064,1058.698197551472,3633.1119987552897,1059.7457750378856,3633.5775887492514,1087.7419038052265,1
29,3,3.0000000000000013,1973.9500232759644,10.995810326383094,1960.1252366197914,42.57310080405548,1988.124804531028,42.41754764899305,1987.7748099321375,0.0,1959.7752420209008,0.0,1
30,1,3.1000000000000014,143.14629566880626,1151.9609081598467,111.45748794889995,1138.3936879106282,111.84101360965525,1166.3910611457648,174.83510338871255,1165.5281284090652,174.45157772795727,1137.5307551739286,1
30,2,3.1000000000000014,3659.0084603215955,1073.1230618853194,3690.7369001818347,1086.5973375257831,3690.271310187873,1058.6012087584422,3627.2800204613563,1059.6487862448557,3627.745610455318,1087.6449150121966,1
30,3,3.1000000000000014,1973.9234684881867,15.775672126414406,1960.0986818320137,47.35296260408679,1988.0982497432503,47.19740944902436,1987.7482551443597,0.0,1959.748687233123,0.0,1
31,1,3.2000000000000015,147.87410059334547,1152.0256726108678,116.18529287343917,1138.4584523616493,116.56881853419446,1166.4558255967859,179.56290831325177,1165.5928928600863,179.17938265249649,1137.5955196249497,1
31,2,3.2000000000000015,3653.176482027662,1073.0260730922894,3684.9049218879013,1086.500348732753,3684.4393318939397,1058.5042199654122,3621.448042167423,1059.5517974518257,3621.9136321613846,1087.5479262191666,1
31,3,3.2000000000000015,1973.8958694165685,20.743505017672362,1960.0710827603955,52.32079549534475,1988.0706506716322,52.16524234028232,1987.7206560727416,0.0,1959.721088161505,0.0,1
32,1,3.3000000000000016,152.60190551788492,1152.090437061889,120.91309779797861,1138.5232168126704,121.2966234587339,1166.520590047807,184.2907132377912,1165.6576573111074,183.90718757703593,1137.6602840759708,1
32,2,3.3000000000000016,3647.3445037337297,1072.9290842992593,3679.072943593969,1086.403359939723,3678.607353600007,1058.4072311723821,3615.6160638734905,1059.4548086587956,3616.081653867452,1087.4509374261365,1
32,3,3.3000000000000016,1973.8672260611102,25.899309000156848,1960.042439404937,57.47659947782923,1988.0420073161738,57.321046322766804,1987.6920127172832,0.0,1959.6924448060465,0.0,1
33,1,3.4000000000000017,157.32971044242436,1152.15520151291,125.64090272251805,1138.5879812636915,126.02442838327335,1166.585354498828,189.01851816233065,1165.7224217621285,188.63499250157537,1137.725048526992,1
33,2,3.4000000000000017,3641.5125254397963,1072.8320955062295,3673.2409653000354,1086.3063711466932,3672.775375306074,1058.3102423793523,3609.784085579557,1059.3578198657658,3610.2496755735187,1087.3539486331067,1
33,3,3.4000000000000017,1973.8375384218118,31.243084073867863,1960.0127517656388,62.82037455154025,1988.0123196768754,62.66482139647782,1987.6623250779849,0.0,1959.6627571667482,0.0,1
34,1,3.5000000000000018,162.05751536696357,1152.219965963931,130.36870764705728,1138.6527457147124,130.75223330781256,1166.650118949849,193.74632308686986,1165.7871862131494,193.36279742611458,1137.7898129780128,1
34,2,3.5000000000000018,3635.6805471458633,1072.7351067131995,3667.4089870061025,1086.2093823536632,3666.943397012141,1058.2132535863223,3603.952107285624,1059.2608310727358,3604.417697279586,1087.2569598400767,1
34,3,3.5000000000000018,1973.8075294179687,36.644704765629854,1959.9827427617956,68.22199524330225,1987.9823106730323,68.06644208823981,1987.6323160741417,5.067414287957469,1959.632748162905,5.222967443019897,1
35,1,3.600000000000002,166.77168630169945,1152.2845436479683,135.08287858179315,1138.7173233987498,135.46640424254844,1166.7146966338864,198.46049402160574,1165.8517638971869,198.07696836085046,1137.8543906620503,1
35,2,3.600000000000002,3629.859368851587,1072.6382975297083,3661.5878087118263,1086.112573170172,3661.1222187178646,1058.1164444028311,3598.130928991348,1059.1640218892446,3598.5965189853096,1087.1601506565855,1
35,3,3.600000000000002,1973.7775204141255,42.046325457391845,1959.9527337579525,73.62361593506424,1987.9523016691892,73.4680627800018,1987.6023070702986,10.46903497971946,1959.602739159062,10.624588134781888,1
36,1,3.700000000000002,171.4994912262389,1152.3493080989897,139.8106835063326,1138.7820878497712,140.19420916708788,1166.7794610849078,203.18829894614518,1165.9165283482082,202.8047732853899,1137.9191551130716,1
36,2,3.700000000000002,3624.027390557654,1072.5413087366783,3655.7558304178933,1086.015584377142,3655.2902404239317,1058.019455609801,3592.298950697415,1059.0670330962146,3592.7645406913766,1087.0631618635555,1
36,3,3.700000000000002,1973.7475114102824,47.447946149153836,1959.9227247541094,79.02523662682623,1987.922292665346,78.86968347176379,1987.5722980664555,15.870655671481451,1959.5727301552188,16.02620882654388,1
37,1,3.800000000000002,176.2272961507781,1152.4140725500106,144.5384884308718,1138.846852300792,144.9220140916271,1166.8442255359287,207.9161038706844,1165.981292799229,207.5325782099291,1137.9839195640925,1
37,2,3.800000000000002,3618.1954122637208,1072.4443199436482,3649.92385212396,1085.918595584112,3649.4582621299983,1057.922466816771,3586.4669724034816,1058.9700443031845,3586.9325623974432,1086.9661730705254,1
37,3,3.800000000000002,1973.7175024064393,52.84956684091577,1959.8927157502662,84.42685731858816,1987.892283661503,84.27130416352573,1987.5422890626123,21.272276363243385,1959.5427211513756,21.427829518305813,1
38,1,3.900000000000002,180.95510107531754,1152.478837001032,149.26629335541125,1138.9116167518134,149.64981901616653,1166.90898998695,212.64390879522384,1166.0460572502504,212.26038313446855,1138.0486840151138,1
38,2,3.900000000000002,3612.3634339697874,1072.3473311506182,3644.0918738300265,1085.8216067910819,3643.626283836065,1057.825478023741,3580.634994109548,1058.8730555101545,3581.10058410351,1086.8691842774954,1
38,3,3.900000000000002,1973.6874934025961,58.25118753267776,1959.862706746423,89.82847801035015,1987.8622746576598,89.67292485528772,1987.5122800587692,26.673897055005376,1959.5127121475325,26.829450210067805,1
39,1,4.000000000000002,185.68290599985698,1152.5436014520528,153.9940982799507,1138.9763812028343,154.37762394070597,1166.973754437971,217.37171371976328,1166.1108217012713,216.988188059008,1138.1134484661347,1
39,2,4.000000000000002,3606.531455675855,1072.2503423575881,3638.259895536094,1085.7246179980518,3637.7943055421324,1057.728489230711,3574.8030158156157,1058.7760667171244,3575.2686058095774,1086.7721954844653,1
39,3,4.000000000000002,1973.657484398753,63.65280822443975,1959.83269774258,95.23009870211214,1987.8322656538166,95.07454554704971,1987.482271054926,32.07551774676737,1959.4827031436894,32.231070901829796,1
40,1,4.100000000000001,190.4107109243962,1152.608365903074,158.7219032044899,1139.0411456538554,159.1054288652452,1167.038518888992,222.0995186443025,1166.1755861522925,221.7159929835472,1138.1782129171559,1
40,2,4.100000000000001,3600.6994773819215,1072.1533535645583,3632.4279172421607,1085.627629205022,3631.962327248199,1057.631500437681,3568.9710375216823,1058.6790779240946,3569.436627515644,1086.6752066914355,1
40,3,4.100000000000001,1973.62747539491,69.05442891620169,1959.802688738737,100.63171939387408,1987.8022566499737,100.47616623881164,1987.4522620510832,37.4771384385293,1959.4526941398465,37.63269159359173,1
41,1,4.200000000000001,195.13851584893587,1152.673130354095,163.44970812902957,1139.1059101048766,163.83323378978486,1167.1032833400131,226.82732356884216,1166.2403506033136,226.44379790808688,1138.242977368177,1
41,2,4.200000000000001,3594.867499087988,1072.0563647715285,3626.5959389482273,1085.5306404119922,3626.1303489542656,1057.5345116446513,3563.139059227749,1058.5820891310648,3563.6046492217106,1086.5782178984057,1
41,3,4.200000000000001,1973.5975312173455,74.44438087782913,1959.7727445611724,106.02167135550152,1987.772312472409,105.86611820043909,1987.4223178735185,42.86709040015675,1959.4227499622818,43.022643555219176,1
42,1,4.300000000000001,199.86632077347508,1152.737894805116,168.1775130535688,1139.1706745558974,168.56103871432407,1167.168047791034,231.55512849338137,1166.3051150543345,231.1716028326261,1138.3077418191979,1
42,2,4.300000000000001,3589.0355207940556,1071.9593759784984,3620.763960654295,1085.4336516189621,3620.298370660333,1057.4375228516212,3557.3070809338165,1058.4851003380347,3557.772670927778,1086.4812291053756,1
42,3,4.300000000000001,1973.5675222135023,79.84600156959112,1959.7427355573293,111.42329204726352,1987.742303468566,111.26773889220108,1987.3923088696754,48.26871109191874,1959.3927409584387,48.42426424698117,1
43,1,4.4,204.59412569801452,1152.8026592561373,172.90531797810823,1139.2354390069188,173.2888436388635,1167.2328122420554,236.28293341792082,1166.3698795053558,235.89940775716553,1138.3725062702192,1
43,2,4.4,3583.2035425001222,1071.8623871854684,3614.9319823603614,1085.336662825932,3614.4663923663998,1057.3405340585912,3551.475102639883,1058.3881115450047,3551.9406926338447,1086.3842403123456,1
43,3,4.4,1973.5375132096592,85.24762226135306,1959.7127265534862,116.82491273902545,1987.7122944647228,116.66935958396301,1987.3622998658323,53.67033178368067,1959.3627319545956,53.8258849387431,1
44,1,4.5,209.32193062255396,1152.8674237071582,177.63312290264767,1139.3002034579397,178.01664856340295,1167.2975766930763,241.01073834246026,1166.4346439563767,240.62721268170498,1138.43727072124,1
44,2,4.5,3577.3715642061893,1071.7653983924383,3609.1000040664285,1085.239674032902,3608.634414072467,1057.2435452655611,3545.64312434595,1058.2911227519746,3546.108714339912,1086.2872515193155,1
44,3,4.5,1973.507504205816,90.64924295311505,1959.682717549643,122.22653343078744,1987.6822854608797,122.070980275725,1987.3322908619891,59.071952475442664,1959.3327229507524,59.22750563050509,1
45,1,4.6,214.04973554709318,1152.9321881581795,182.36092782718688,1139.364967908961,182.74445348794217,1167.3623411440976,245.73854326699947,1166.499408407398,245.3550176062442,1138.5020351722615,1
45,2,4.6,3571.5395859122564,1071.6684095994085,3603.2680257724955,1085.1426852398722,3602.802435778534,1057.1465564725313,3539.811146052017,1058.1941339589448,3540.276736045979,1086.1902627262857,1
45,3,4.6,1973.477560022736,96.03919590751855,1959.652773366563,127.61648638519094,1987.6523412777997,127.4609332301285,1987.302346678909,64.46190542984615,1959.3027787676724,64.61745858490859,1
46,1,4.699999999999999,218.77754047163262,1152.9969526092004,187.08873275172633,1139.429732359982,187.4722584124816,1167.4271055951185,250.4663481915389,1166.564172858419,250.08282253078363,1138.5667996232823,1
46,2,4.699999999999999,3565.707607618323,1071.5714208063785,3597.436047478562,1085.0456964468422,3596.9704574846005,1057.0495676795013,3533.979167758084,1058.0971451659148,3534.4447577520455,1086.0932739332557,1
46,3,4.699999999999999,1973.4476438577383,101.42410560709817,1959.6228572015652,133.00139608477056,1987.622425112802,132.8458429297081,1987.2724305139113,69.84681512942578,1959.2728626026746,70.00236828448821,1
47,1,4.799999999999999,223.50480403176084,1153.0932028420366,191.72195064473883,1139.7477830067874,192.30113703903535,1167.741792064453,255.28765741878286,1166.4386226772858,254.70847102448633,1138.4446136196202,1
47,2,4.799999999999999,3559.87562932439,1071.4744320133484,3591.604069184629,1084.948707653812,3591.1384791906676,1056.9525788864712,3528.147189464151,1058.0001563728847,3528.6127794581125,1085.9962851402256,1
47,3,4.799999999999999,1973.4176348538952,106.8257262988601,1959.592848197722,138.4030167765325,1987.5924161089588,138.24746362147005,1987.2424215100682,75.24843582118771,1959.2428535988315,75.40398897625015,1
48,1,4.899999999999999,228.23204086104784,1153.1910077419527,196.44918747402582,1139.8455879067035,197.02837386832235,1167.839596964369,260.0148942480699,1166.536427577202,259.43570785377335,1138.5424185195363,1
48,2,4.899999999999999,3554.0436510304567,1071.3774432203186,3585.772090890696,1084.8517188607823,3585.306500896734,1056.8555900934414,3522.3152111702175,1057.9031675798549,3522.780801164179,1085.8992963471958,1
48,3,4.899999999999999,1973.387625850052,112.2273469906221,1959.562839193879,143.8046374682945,1987.5624071051157,143.64908431323204,1987.212412506225,80.6500565129497,1959.2128445949884,80.80560966801214,1
49,1,4.999999999999998,232.9592776903346,1153.2888126418688,201.1764243033126,1139.9433928066196,201.75561069760911,1167.9374018642852,264.74213107735665,1166.634232477118,264.1629446830601,1138.6402234194525,1
49,2,4.999999999999998,3548.215751346573,1071.2805222566676,3579.9441912068123,1084.7547978971313,3579.4786012128507,1056.7586691297904,3516.487311486334,1057.806246616204,3516.9529014802956,1085.8023753835448,1
49,3,4.999999999999998,1973.3576168462089,117.62896768238409,1959.5328301900358,149.20625816005648,1987.5323981012725,149.05070500499403,1987.182403502382,86.0516772047117,1959.1828355911452,86.20723035977413,1
50,1,5.099999999999998,237.6865145196216,1153.3866175417852,205.90366113259958,1140.041197706536,206.4828475268961,1168.0352067642016,269.46936790664364,1166.7320373770344,268.8901815123471,1138.7380283193688,1
50,2,5.099999999999998,3542.38377305264,1071.1835334636376,3574.1122129128794,1084.6578091041013,3573.6466229189177,1056.6616803367604,3510.655333192401,1057.7092578231739,3511.1209231863627,1085.7053865905148,1
50,3,5.099999999999998,1973.327607842366,123.03058837414602,1959.502821186193,154.6078788518184,1987.5023890974296,154.45232569675596,1987.152394498539,91.45329789647363,1959.1528265873023,91.60885105153606,1
51,1,5.1999999999999975,242.4137513489086,1153.4844224417016,210.63089796188657,1140.1390026064523,211.2100843561831,1168.133011664118,274.19660473593063,1166.8298422769508,273.6174183416341,1138.8358332192852,1
51,2,5.1999999999999975,3536.551794758707,1071.0865446706075,3568.280234618946,1084.5608203110712,3567.8146446249843,1056.5646915437303,3504.8233548984676,1057.6122690301438,3505.2889448924293,1085.6083977974847,1
51,3,5.1999999999999975,1973.2975988385228,128.432209065908,1959.4728121823498,160.0094995435804,1987.4723800935865,159.85394638851795,1987.122385494696,96.85491858823562,1959.1228175834592,97.01047174329806,1
52,1,5.299999999999997,247.1409881781958,1153.582227341618,215.3581347911738,1140.2368075063687,215.93732118547032,1168.2308165640343,278.92384156521786,1166.9276471768671,278.3446551709213,1138.9336381192015,1
52,2,5.299999999999997,3530.719816464774,1070.9895558775775,3562.448256325013,1084.4638315180412,3561.9826663310514,1056.4677027507003,3498.9913766045347,1057.5152802371138,3499.4569665984964,1085.5114090044547,1
52,3,5.299999999999997,1973.2676047697291,133.83114144875117,1959.442818113556,165.40843192642356,1987.4423860247928,165.2528787713611,1987.0923914259022,102.25385097107878,1959.0928235146655,102.40940412614121,1
53,1,5.399999999999997,251.86822500748258,1153.6800322415343,220.08537162046056,1140.334612406285,220.6645580147571,1168.3286214639506,283.6510783945046,1167.0254520767835,283.0718920002081,1139.031443019118,1
53,2,5.399999999999997,3524.887838170841,1070.8925670845474,3556.61627803108,1084.366842725011,3556.1506880371185,1056.3707139576702,3493.159398310602,1057.4182914440837,3493.6249883045634,1085.4144202114246,1
53,3,5.399999999999997,1973.237595765886,139.23276214051305,1959.412809109713,170.81005261818544,1987.4123770209496,170.654499463123,1987.062382422059,107.65547166284065,1959.0628145108224,107.81102481790309,1
54,1,5.4999999999999964,256.5954618367696,1153.7778371414504,224.81260844974756,1140.4324173062012,225.39179484404409,1168.4264263638668,288.3783152237916,1167.1232569766996,287.7991288294951,1139.129247919034,1
54,2,5.4999999999999964,3519.0558598769076,1070.7955782915176,3550.7842997371467,1084.2698539319813,3550.318709743185,1056.2737251646404,3487.3274200166684,1057.3213026510539,3487.79301001063,1085.3174314183948,1
54,3,5.4999999999999964,1973.2075867620429,144.63438283227504,1959.3828001058698,176.21167330994743,1987.3823680171065,176.05612015488498,1987.032373418216,113.05709235460264,1959.0328055069792,113.21264550966508,1
55,1,5.599999999999996,261.32269866605657,1153.8756420413667,229.53984527903455,1140.5302222061175,230.11903167333108,1168.5242312637831,293.1055520530786,1167.221061876616,292.5263656587821,1139.2270528189504,1
55,2,5.599999999999996,3513.223881582975,1070.6985894984878,3544.9523214432143,1084.1728651389515,3544.4867314492526,1056.1767363716106,3481.495441722736,1057.224313858024,3481.9610317166976,1085.220442625365,1
55,3,5.599999999999996,1973.1775777581997,150.03600352403703,1959.3527911020267,181.61329400170942,1987.3523590132634,181.45774084664697,1987.0023644143728,118.45871304636464,1959.002796503136,118.61426620142707,1
56,1,5.699999999999996,266.0499354953438,1153.9734469412829,234.26708210832177,1140.6280271060336,234.8462685026183,1168.6220361636992,297.83278888236583,1167.318866776532,297.2536024880693,1139.3248577188665,1
56,2,5.699999999999996,3507.3919032890417,1070.6016007054577,3539.120343149281,1084.0758763459214,3538.654753155319,1056.0797475785805,3475.6634634288025,1057.127325064994,3476.129053422764,1085.123453832335,1
